Category,Manufacturer,Plant,Product,Description,"Declared 
Unit",gwp.a1a2a3_mean,"GWP 
Uncertainty","Comparison 
GWP","EPD 
Link",Expiry,PCR,"PCR 
Link",source,geography,e.open_xpd_uuid,label
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dupont,Mix HW,"Heavy Weight: A structural heavy weight Basalite CMU containing recycled blast furnace slag cement supplement. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 3000 PSI. This product is manufactured with locally sourced heavy aggregates.",1 m3,426,0.288790582,526.4420194,cqd.io/e/ec3w7w0h78,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dupont | Mix HW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 400-HW,"400 - Structural Heavyweight: A structural heavyweight Basalite CMU with heavy aggregates locally sourced. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 3700 PSI. This product incorporates recycled fly ash.",1 m3,319,0.288790582,394.2136249,cqd.io/e/ec379pk0tw,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 400-HW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 725-NW,"725 - Normal Weight: Structural normal weight weight CMU made with normal weight aggregates (125 pcf or more). Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength, 2000 PSI.",1 m3,353,0.288790582,436.2301241,cqd.io/e/ec3q623q8f,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 725-NW
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 725-NW-UHS,"725 UHS - Normal Weight Ultra High Strength: Ultra high strength normal weight CMU made with normal weight aggregates (125 pcf or more). Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strengths 3750 PSI.",1 m3,460,0.288790582,568.4585186,cqd.io/e/ec33caq61j,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 725-NW-UHS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Dixon,Mix 725-NW-HS,"725 HS - Normal Weight High Strength: High Strength normal weight CMU made with normal weight aggregates (125 pcf or more). Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2800 PSI.",1 m3,399,0.288790582,493.0759759,cqd.io/e/ec3dnm81w1,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Dixon | Mix 725-NW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Denver,Mix 400-HW-HS,"400 HS - High Strength: A high strength structural heavyweight Basalite CMU with locally sourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 4500 PSI. This product incorporates recycled fly ash.",1 m3,348,0.288790582,430.0512271,cqd.io/e/ec3zbezj9y,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Denver | Mix 400-HW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Surrey,Mix SA14,"SA14 4218 CAP: A standard Basalite cap. Sizes, shapes and colors are available for site walls. Minimum compressive strength 20 MPA.",1 m3,459,0.288790582,567.2227392,cqd.io/e/ec30gnw2ap,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Surrey | Mix SA14
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Surrey,Mix SA13,"SA13 20MPA - SF - COLOURED: A heavyweight split face Basalite CMU. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 20 MPA.",1 m3,506,0.288790582,625.3043705,cqd.io/e/ec3b3e708r,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Surrey | Mix SA13
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Surrey,Mix SA15,"SA15 15MPA - ULC: A heavyweight Basalite CMU. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 15 MPA.",1 m3,407,0.288790582,502.962211,cqd.io/e/ec3z07usty,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Surrey | Mix SA15
Masonry >> Concrete Unit Masonry,RCP Block & Brick,"San Diego, CA",8x8x16 HSR CMU,"The RCP Block & Brick 8x8x16 HSR concrete masonry units represented by this cradle-to-gate EPD are produced at one plant in San Diego, California under ASTM C-90 and ASTM C-129 specifications for loadbearing and non-loadbearing concrete masonry units. The concrete masonry units are used in a wide of masonry structures.",1 m3,537.5677045,0.210475652,630.1846913,cqd.io/e/ec3d7ejtrm,3/12/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,"RCP Block & Brick | San Diego, CA | 8x8x16 HSR CMU"
Masonry >> Concrete Unit Masonry,RCP Block & Brick,"San Diego, CA",8x8x16 Splitface CMU,"The RCP Block & Brick 8x8x16 splitface concrete masonry units represented by this cradle-to-gate EPD are produced at one plant located in San Diego, California under ASTM C-90 and ASTM C-129 specifications for loadbearing and non-loadbearing concrete masonry units. The concrete masonry units are used in a wide variety of masonry structures.",1 m3,375.3818277,0.210475652,440.0559766,cqd.io/e/ec38a4ndxr,3/12/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,"RCP Block & Brick | San Diego, CA | 8x8x16 Splitface CMU"
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Boise,Mix400-NW• Boise Plant,"#400 - NORMALWEIGHT: Anormal weight structural Basalite CMUwith locallysourced heavy aggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2000 PSI. This product is manufactured with recycled concrete.",1 m3,283,0.208326667,331.2672106,cqd.io/e/ec3jkwccys,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Boise | Mix400-NW• Boise Plant
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Boise,Mix400-NW-HS• Boise Plant,"#400HS- NORMALHighStrength: A high strength normal weight structural Basalite CMUwith locallysourced heavyaggregates. Sizes, shapes and colors are available for architectural, structural, veneer and site walls. Minimum compressive strength 2800 PSI. This product is manufactured with recycled concrete.",1 m3,325,0.208326667,380.4305423,cqd.io/e/ec3nz86q4k,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Boise | Mix400-NW-HS• Boise Plant
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Stanton,Mix NW-HS,"Normal Weight High Stress: A CMU with normal weight aggregate. Configurations for site walls, architectural masonry with structural and veneer applications. This product is manufactured with post consumer recycled concrete. Minimum compressive strength: 3750 PSI.",1 m3,406,0.208326667,475.2455389,cqd.io/e/ec3nw5ea93,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Stanton | Mix NW-HS
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Stanton,Mix NW,"Normal Weight: A CMU with normal weight aggregate. Configurations for site walls, architectural masonry with structural and veneer applications. This product is manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,319,0.208326667,373.4072092,cqd.io/e/ec3abps534,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Stanton | Mix NW
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Riverside,Mix Slump,"Slump: A slightly rounded, random distortion CMU with the look of rustic adobe. Configurations for site walls, architectural masonry with structural applications. This product can be manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,409,0.208326667,478.7572055,cqd.io/e/ec3sm4jh5d,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Riverside | Mix Slump
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Oceanside,Mix NW,"Normal Weight: A CMU with normal weight aggregate. Configurations for site walls, architectural masonry with structural and veneer applications. This product is manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,421,0.208326667,492.8038717,cqd.io/e/ec392x1n2t,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Oceanside | Mix NW
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Oceanside,Mix Slump,"Slump: A slightly rounded, random distortion CMU with the look of rustic adobe. Configurations for site walls, architectural masonry with structural applications. This product can be manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,487,0.208326667,570.0605356,cqd.io/e/ec3xwryytj,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Oceanside | Mix Slump
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Riverside,Mix ACB,"Nicolon: An articulated concrete block with normal weight aggregate. Configurations for revetments, boat ramps, and erosion control. This product is manufactured with post consumer recycled concrete. Minimum compressive Strength: 4000 PSI.",1 m3,394,0.208326667,461.1988728,cqd.io/e/ec3g1qkjkr,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Riverside | Mix ACB
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Indio,Mix Slump,"Slump: A slightly rounded, random distortion CMU with the look of rustic adobe. Configurations for site walls, architectural masonry with structural applications. This product can be manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,404,0.208326667,472.9044279,cqd.io/e/ec37rehu8f,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Indio | Mix Slump
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Indio,Mix NW,"Normal Weight: A CMU with normal weight aggregate. Configurations for site walls, architectural masonry with structural and veneer applications. This product is manufactured with post consumer recycled concrete. Minimum compressive strength: 2000 PSI.",1 m3,292,0.208326667,341.8022103,cqd.io/e/ec3ft0a82p,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Indio | Mix NW
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Indio,Mix NW-HS,"Normal Weight High Stress: A CMU with normal weight aggregate. Configurations for site walls, architectural masonry with structural and veneer applications. This product is manufactured with post consumer recycled concrete. Minimum compressive strength: 3750 PSI.",1 m3,378,0.208326667,442.4699845,cqd.io/e/ec3jm3sbbz,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Indio | Mix NW-HS
Masonry >> Concrete Unit Masonry,BASALITE CONCRETE PRODUCTS,Tracy,Mix 08-08-16,"08-08-16 Grey : A standard Basalite CMU. Sizes and shapes are available for architectural, structural, veneer and site walls. Minimum compressive strength 2290 PSI.",1 m3,331,0.208326667,387.4538753,cqd.io/e/ec3etf3ywt,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,BASALITE CONCRETE PRODUCTS | Tracy | Mix 08-08-16
Masonry >> Concrete Unit Masonry,RCP Block & Brick,"San Diego, CA",8x6x16 Slump Block CMU,"The RCP Block & Brick 8x6x16 Slump Block concrete masonry units represented by this cradle-to-gate EPD are produced at one plant located in San Diego, California under ASTM C-90 and ASTM C-129 specifications for loadbearing and non-loadbearing concrete masonry units. The concrete masonry units are used in a wide variety of masonry structures.",1 m3,367.534124,0.290344623,454.6583697,cqd.io/e/ec3wd1wf8b,3/12/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,"RCP Block & Brick | San Diego, CA | 8x6x16 Slump Block CMU"
Masonry >> Concrete Unit Masonry,Expocrete,"Acheson, Edmonton, Richmond and Winnipeg",Segmental Retaining Wall and CMU - Acheson,"The Expocrete segmental retaining wall and concrete masonry units represented by this cradle-to-gate EPD are produced at the Acheson, Edmonton, Richmond and Winnipeg plants under ASTM C1372 for segmental retaining wall units and ASTM C90 or CAS A165.1 for loadbearing concrete masonry units.",1 m3,603,0.290344623,745.9416119,cqd.io/e/ec3jet28fk,12/23/2021,ASTM International: Segmental Concrete Paving Products,cqd.io/p/ec3afmzxdt,Product EPDs,US,,"Expocrete | Acheson, Edmonton, Richmond and Winnipeg | Segmental Retaining Wall and CMU - Acheson"
Masonry >> Concrete Unit Masonry,ORCO BLOCK & HARDSCAPE,Stanton,Mix Slump,"A slightly rounded, random distortion CMU with the look of rustic adobe.",1 m3,436,0.208326667,510.3622044,cqd.io/e/ec3qgpbjty,9/15/2021,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,ORCO BLOCK & HARDSCAPE | Stanton | Mix Slump
Masonry >> Concrete Unit Masonry,Hard Block Factory,Hard Block Factory,80mm Grey Rectangular Pavers,80mm Grey Rectangular Pavers (200x100x80),1 m3,488,0.210475652,572.0770179,cqd.io/e/ec3j8rmgus,6/22/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Hard Block Factory | Hard Block Factory | 80mm Grey Rectangular Pavers
Masonry >> Concrete Unit Masonry,Hard Block Factory,Hard Block Factory,200mm Hourdi CMU,200mm Hourdi Concrete Masonry Unit (420/380x200x200),1 m3,373,0.210475652,437.2637862,cqd.io/e/ec3rwa04u5,6/22/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Hard Block Factory | Hard Block Factory | 200mm Hourdi CMU
Masonry >> Concrete Unit Masonry,Hard Block Factory,Hard Block Factory,250mm Thermal CMU,250mm Thermal Concrete Masonry Unit (400x250x200),1 m3,254,0.210475652,297.7613987,cqd.io/e/ec32d9t15b,6/22/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Hard Block Factory | Hard Block Factory | 250mm Thermal CMU
Masonry >> Concrete Unit Masonry,Hard Block Factory,Hard Block Factory,200mm Solid Concrete Masonry Unit(400x200x200),200mm Hollow Concrete Masonry Unit (400x200x200),1 m3,253,0.210475652,296.5891097,cqd.io/e/ec3tdc0pcu,6/22/2023,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Hard Block Factory | Hard Block Factory | 200mm Solid Concrete Masonry Unit(400x200x200)
Masonry >> Concrete Unit Masonry,Air Vol Block,Air Vol Block,Lightweight LEED w/ pumice,The 14 CMU mixescoveredin this EPD are given in Table 1 and descriptions of each mix andtheir application are provided below. Images and configurations of block shapes and sizes produced from these 14 mixes are defined in Figures 1 & 2.,1 m3,566,0.210475652,663.5155577,cqd.io/e/ec3z009w8t,8/17/2020,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Air Vol Block | Air Vol Block | Lightweight LEED w/ pumice
Masonry >> Concrete Unit Masonry,Air Vol Block,Air Vol Block,LEED Slump,The 14 CMU mixescoveredin this EPD are given in Table 1 and descriptions of each mix andtheir application are provided below. Images and configurations of block shapes and sizes produced from these 14 mixes are defined in Figures 1 & 2.,1 m3,454,0.210475652,532.2191929,cqd.io/e/ec3bxhenag,8/17/2020,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,US,,Air Vol Block | Air Vol Block | LEED Slump
Masonry >> Concrete Unit Masonry,Permacon,"Montreal, QC",Noble Blocks with Glass Powder - Grey,LCA Calculation Rules,1 m3,471,0.210475652,552.1481054,cqd.io/e/ec3zf63nhs,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,CA,,"Permacon | Montreal, QC | Noble Blocks with Glass Powder - Grey"
Masonry >> Concrete Unit Masonry,Permacon,"Montreal, QC",Noble Blocks with Glass Powder - Charcoal,"Concrete blocks are defined in ASTM C1232 as manufactured masonry unit made of concrete in which
the binder is a combination of water and cementitious materials. Standard and Noble® blocks are
loadbearing units. Physical properties are in compliance with the requirements of the CSA A165.1-04
Concrete block masonry units’ standard and present a compressive strength of 22 MPa after 28 days).",1 m3,360,0.210475652,422.0240296,cqd.io/e/ec3e2yress,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,CA,,"Permacon | Montreal, QC | Noble Blocks with Glass Powder - Charcoal"
Masonry >> Concrete Unit Masonry,Permacon,"Montreal, QC",Noble Blocks with Glass Powder - Beige,"Concrete blocks are defined in ASTM C1232 as manufactured masonry unit made of concrete in which
the binder is a combination of water and cementitious materials. Standard and Noble® blocks are
loadbearing units. Physical properties are in compliance with the requirements of the CSA A165.1-04
Concrete block masonry units’ standard and present a compressive strength of 22 MPa after 28 days).",1 m3,357,0.210475652,418.5071627,cqd.io/e/ec3zkyshcd,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,CA,,"Permacon | Montreal, QC | Noble Blocks with Glass Powder - Beige"
Masonry >> Concrete Unit Masonry,Permacon,"Montreal, QC",Noble Blocks with Glass Powder - Pearl Silver,LCA Calculation Rules,1 m3,349,0.210475652,409.1288509,cqd.io/e/ec3wwxxssh,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,CA,,"Permacon | Montreal, QC | Noble Blocks with Glass Powder - Pearl Silver"
Masonry >> Concrete Unit Masonry,Permacon,"Montreal, QC",Noble Blocks with Glass Powder - White,"Concrete blocks are defined in ASTM C1232 as manufactured masonry unit made of concrete in which
the binder is a combination of water and cementitious materials. Standard and Noble® blocks are
loadbearing units. Physical properties are in compliance with the requirements of the CSA A165.1-04
Concrete block masonry units’ standard and present a compressive strength of 22 MPa after 28 days).",1 m3,451,0.210475652,528.702326,cqd.io/e/ec3jej7wmz,11/28/2022,ASTM International: Manufactured Concrete and Concrete Masonry Products,cqd.io/p/ec3p875zcu,Product EPDs,CA,,"Permacon | Montreal, QC | Noble Blocks with Glass Powder - White"
Masonry >> Concrete Unit Masonry,Camp Precast Concrete,,1m2 Generic Precast Concrete Blocks,,1 m3,130,,,,,,,Industry EPDs,GB,,Camp Precast Concrete |  | 1m2 Generic Precast Concrete Blocks
Masonry >> Concrete Unit Masonry,Canadian Concrete Masonry Producers Association,,Normal-Weight Concrete Masonry Units,,1 m3,260,,,,,,,Industry EPDs,CA,,Canadian Concrete Masonry Producers Association |  | Normal-Weight Concrete Masonry Units
